forecast_horizon,context_window,variance,rmse,mae,forecast,actual
40,6,0.95,2.498992704443813,1.9265740102887368,"[np.float64(8.14828680797001), np.float64(6.775224837889962), np.float64(2.4251336377398776), np.float64(4.86009681792673), np.float64(7.974611888688055), np.float64(4.93445520004032), np.float64(2.7314666711536004), np.float64(5.655281692442613), np.float64(6.127518145258883), np.float64(3.3388336134609786), np.float64(3.6442006895018126), np.float64(5.445232525957667), np.float64(4.168620214234405), np.float64(2.9222884284927204), np.float64(4.183280976843618), np.float64(4.407781440215344), np.float64(3.000282893476016), np.float64(3.143508185360323), np.float64(4.025063701911053), np.float64(3.3232035337645045), np.float64(2.66614095813137), np.float64(3.3312302580347106), np.float64(3.4368861790910277), np.float64(2.6766277310181645), np.float64(2.7470430400286143), np.float64(3.2180526005627437), np.float64(2.8453692430662985), np.float64(2.4893507927929104), np.float64(2.8407732087125), np.float64(2.902240889988167), np.float64(2.499207203911185), np.float64(2.5335576490106217), np.float64(2.7861371420393297), np.float64(2.5924448849540345), np.float64(2.4031411631949062), np.float64(2.5900380747324445), np.float64(2.6264314102646327), np.float64(2.414424770492788), np.float64(2.4326128772774753), np.float64(2.5689266665056745)]","[np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
40,12,0.95,10.029284650137216,8.240804273334264,"[np.float64(10.039021928550792), np.float64(10.2259570492085), np.float64(4.91680956122378), np.float64(5.019144042747972), np.float64(1.1108253911980595), np.float64(-3.1873377594731136), np.float64(-1.4351233167203195), np.float64(-4.606908097196865), np.float64(-10.877276273457271), np.float64(-9.655941494534058), np.float64(-2.964316908109666), np.float64(-6.3058284828782964), np.float64(-12.494696699248411), np.float64(-10.55268610596511), np.float64(-8.196326672738993), np.float64(-6.473211921183218), np.float64(-2.996889797611072), np.float64(-4.131385394211345), np.float64(-5.40152325425975), np.float64(2.478553082380783), np.float64(10.529333400890776), np.float64(5.442536702638721), np.float64(-2.0412557692852666), np.float64(2.947199280255692), np.float64(10.333153292218652), np.float64(8.896313147363317), np.float64(2.1833368053253728), np.float64(-0.8600909221133366), np.float64(3.3865179302491812), np.float64(9.21467713448439), np.float64(6.9989821470294595), np.float64(-4.1932504380207565), np.float64(-8.5559339573642), np.float64(2.450867001402962), np.float64(10.554230875316327), np.float64(0.2936202757646753), np.float64(-11.415869355194863), np.float64(-3.2754178278311854), np.float64(12.690067775206794), np.float64(11.662525531968615)]","[np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
40,24,0.95,11.229066511583378,9.59413925830996,"[np.float64(3.285336417664988), np.float64(2.05730938719065), np.float64(-2.566778752989729), np.float64(-4.624917152520734), np.float64(-8.336661785249175), np.float64(-11.27106881392537), np.float64(-8.409605622447492), np.float64(-5.794390758007463), np.float64(-6.97637848312757), np.float64(-8.364784514020096), np.float64(-5.967720326549203), np.float64(-7.211874962130065), np.float64(-1.8734837812531144), np.float64(-1.945014193538332), np.float64(-4.029001547049111), np.float64(-2.1502020077398765), np.float64(7.783277172983318), np.float64(7.8133704480586434), np.float64(-5.033544740782103), np.float64(-7.115977084402309), np.float64(-1.632992356121831), np.float64(-1.2699866336210786), np.float64(-0.8054395783497978), np.float64(2.087373694333231), np.float64(-5.674434170333205), np.float64(1.0576741517636652), np.float64(16.117406052811738), np.float64(8.937757051471571), np.float64(-8.667033407239828), np.float64(3.0063139053700842), np.float64(20.93605754075693), np.float64(16.50323708616951), np.float64(10.269577015635816), np.float64(11.825525602758255), np.float64(5.083237172212249), np.float64(7.0775020071731864), np.float64(23.075273006665235), np.float64(1.8720920061533228), np.float64(-17.93067360438461), np.float64(13.01736856186341)]","[np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,1,0.95,3.572444586509614,2.8273268757193497,"[np.float64(0.3180134516235675), np.float64(0.439923599332034), np.float64(0.5851529542156545), np.float64(0.7252042387134104), np.float64(0.8594362308948602), np.float64(0.983533829080093), np.float64(1.0975966032827613), np.float64(1.2015631170577616), np.float64(1.2960416870738058), np.float64(1.3816538852901685), np.float64(1.4590980572040164), np.float64(1.529048619464796), np.float64(1.5921555707854134), np.float64(1.64902852941727), np.float64(1.7002358911135886), np.float64(1.7463034134718556), np.float64(1.787715441068908), np.float64(1.824916470819065), np.float64(1.8583132701377725), np.float64(1.8882771423901503), np.float64(1.9151462910660058), np.float64(1.9392281812567824), np.float64(1.9608018579754078), np.float64(1.980120185266956), np.float64(1.997411985695322), np.float64(2.012884066229159), np.float64(2.0267231229250275), np.float64(2.03909752091865), np.float64(2.050158949496622), np.float64(2.060043954341251), np.float64(2.0688753507411444), np.float64(2.076763522739827), np.float64(2.0838076139828727), np.float64(2.0900966165038617), np.float64(2.0957103639337307), np.float64(2.100720435682392), np.float64(2.105190978571138), np.float64(2.109179452225093), np.float64(2.1127373042952073), np.float64(2.115910581291411), np.float64(2.118740480490081), np.float64(2.121263848043466), np.float64(2.1235136280766165), np.float64(2.125519267216495), np.float64(2.1273070786641766), np.float64(2.1289005695985423), np.float64(2.1303207353915994), np.float64(2.131586323823407), np.float64(2.1327140722097346), np.float64(2.1337189200984965), np.float64(2.1346141999518733), np.float64(2.135411808009448)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,2,0.95,3.320329628958951,2.6139736267007967,"[np.float64(-0.12539051822042063), np.float64(-0.04329811515715129), np.float64(0.25313134461964326), np.float64(0.5664632998012507), np.float64(0.8732686291493865), np.float64(1.155246403121766), np.float64(1.3971198951757722), np.float64(1.6036670496005416), np.float64(1.7790343949459368), np.float64(1.9237955682319603), np.float64(2.041987224548754), np.float64(2.1369586096292124), np.float64(2.2111447873723735), np.float64(2.2674466674786986), np.float64(2.3085569437567104), np.float64(2.3367980080887403), np.float64(2.3544033855830295), np.float64(2.3633883016727673), np.float64(2.365505865966991), np.float64(2.362308590428269), np.float64(2.3551377717537587), np.float64(2.3451249446632976), np.float64(2.3332189017204215), np.float64(2.320199806010989), np.float64(2.3066944098675832), np.float64(2.293196307830419), np.float64(2.280083101035192), np.float64(2.267632496235612), np.float64(2.256038333470139), np.float64(2.245424844929895), np.float64(2.235859416701629), np.float64(2.227364132209073), np.float64(2.2199258150448182), np.float64(2.2135046719417826), np.float64(2.208041687398904), np.float64(2.2034648094835108), np.float64(2.1996940390855992), np.float64(2.1966455519271526), np.float64(2.1942349565355093), np.float64(2.1923797994521133), np.float64(2.1910014275064253), np.float64(2.190026304620643), np.float64(2.1893868742775435), np.float64(2.1890220510147342), np.float64(2.1888774142115586), np.float64(2.1889051687381205), np.float64(2.1890639286044307), np.float64(2.1893183713326154), np.float64(2.189638803194012), np.float64(2.1900006685556663), np.float64(2.1903840302908497), np.float64(2.1907730426752567)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,4,0.95,3.328894254596128,2.5955147536082563,"[np.float64(-0.11877753345242942), np.float64(0.23854802867480618), np.float64(0.6388036563169321), np.float64(0.9019924904905343), np.float64(1.156061863938544), np.float64(1.418362771580635), np.float64(1.565437378968877), np.float64(1.6728116535280197), np.float64(1.8005714922882883), np.float64(1.9141887779936535), np.float64(1.9992067504466224), np.float64(2.0713353726956796), np.float64(2.134323477068454), np.float64(2.185739354091404), np.float64(2.225271808730023), np.float64(2.2555583348967945), np.float64(2.279077255100116), np.float64(2.2963260606362894), np.float64(2.3079479529154105), np.float64(2.3149578397682657), np.float64(2.3180661947774417), np.float64(2.3179209919613752), np.float64(2.3152086606273787), np.float64(2.3104602010328317), np.float64(2.3041266343554896), np.float64(2.296626907500227), np.float64(2.2883283990158425), np.float64(2.279538814298179), np.float64(2.270512565388621), np.float64(2.2614645127045376), np.float64(2.252573256208687), np.float64(2.2439800227620763), np.float64(2.235794216391258), np.float64(2.2280978775064337), np.float64(2.2209482133630902), np.float64(2.2143815307194776), np.float64(2.2084164538471476), np.float64(2.2030564804898245), np.float64(2.198292679891361), np.float64(2.194106223134599), np.float64(2.190470551174638), np.float64(2.1873532848455945), np.float64(2.184717912788632), np.float64(2.1825252767440615), np.float64(2.180734836070139), np.float64(2.1793057174829635), np.float64(2.1781975850508157), np.float64(2.1773713400600974), np.float64(2.176789664949377), np.float64(2.1764174335132016), np.float64(2.1762220008808555), np.float64(2.176173388673591)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,6,0.95,3.197416843318764,2.499044084485241,"[np.float64(-0.005947240427145686), np.float64(0.388566837150359), np.float64(0.5635414296133393), np.float64(0.6353870708217307), np.float64(0.8891727197831982), np.float64(1.2552467959768379), np.float64(1.4672013539828903), np.float64(1.6978298987522091), np.float64(1.870673044189337), np.float64(1.9632446249642594), np.float64(2.0635621963472515), np.float64(2.186069902302265), np.float64(2.2493965403625666), np.float64(2.3080722837890244), np.float64(2.3663200222681344), np.float64(2.4052664569743802), np.float64(2.4408874970451935), np.float64(2.4728084295288855), np.float64(2.4906780709435736), np.float64(2.506342144673881), np.float64(2.522838651061742), np.float64(2.5333499510983524), np.float64(2.538837867034381), np.float64(2.5400097608256), np.float64(2.537970647952037), np.float64(2.5323620887989136), np.float64(2.5239084231771263), np.float64(2.512876873386372), np.float64(2.4991558342061886), np.float64(2.4834002794929297), np.float64(2.4663755987938694), np.float64(2.44761342195391), np.float64(2.4275986289901375), np.float64(2.4070612732598047), np.float64(2.385972898585984), np.float64(2.364673359744356), np.float64(2.343575412098486), np.float64(2.322756076579838), np.float64(2.3024506448769575), np.float64(2.2829588536285854), np.float64(2.2643409264507928), np.float64(2.2467375702578245), np.float64(2.230303247746406), np.float64(2.2151015726853576), np.float64(2.201183971595763), np.float64(2.188605320420542), np.float64(2.177371898429318), np.float64(2.167479057690494), np.float64(2.158913793233001), np.float64(2.1516422207758255), np.float64(2.1456146612656894), np.float64(2.1407755481835777)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,12,0.95,3.020379251944855,2.381669727932714,"[np.float64(0.0017155826211858183), np.float64(0.6163047562810887), np.float64(0.9237878374430744), np.float64(0.933134574842633), np.float64(1.227094732282372), np.float64(1.6320551095258131), np.float64(1.811286414235737), np.float64(2.0030539131379412), np.float64(2.1962715888768662), np.float64(2.090541876963034), np.float64(2.311523864956629), np.float64(2.9513568635166347), np.float64(3.348114969581209), np.float64(3.177300302061274), np.float64(3.0959269075450186), np.float64(3.1165602092767237), np.float64(3.013166511541701), np.float64(2.9585708419835415), np.float64(2.96578278948816), np.float64(2.894272206312668), np.float64(2.8495169534470364), np.float64(2.956788045043334), np.float64(2.9641762872837187), np.float64(2.780685170109157), np.float64(2.596922758208833), np.float64(2.5588136852010406), np.float64(2.5619766612628445), np.float64(2.5963724974747904), np.float64(2.6339096982806702), np.float64(2.578309641561169), np.float64(2.524971973480537), np.float64(2.517211714624207), np.float64(2.4623219161093437), np.float64(2.3299730216166306), np.float64(2.2383419238577233), np.float64(2.2071808799632535), np.float64(2.200656382378821), np.float64(2.188269584187708), np.float64(2.1527743178751404), np.float64(2.0748390405860064), np.float64(1.99618355804546), np.float64(1.9768171851831562), np.float64(1.9630676739038175), np.float64(1.9289165615625148), np.float64(1.9131750092967021), np.float64(1.9332276590345892), np.float64(1.9543541747131288), np.float64(1.963509462883397), np.float64(1.9586669839370783), np.float64(1.9432526642180379), np.float64(1.941101233197632), np.float64(1.9637795511138725)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
52,24,0.95,3.9472464352299887,3.5727216089950766,"[np.float64(-0.3552348710135089), np.float64(-0.15780559016313062), np.float64(-0.5537422463802724), np.float64(-0.934269478789294), np.float64(-0.7905111709918455), np.float64(-0.4720280091319268), np.float64(-0.48973276652109), np.float64(-0.5379194223978095), np.float64(-0.6765981768167655), np.float64(-0.7910630819093486), np.float64(-0.3621643105650796), np.float64(0.9426195681983875), np.float64(1.7081173024608747), np.float64(1.4109120095638104), np.float64(1.455848555427262), np.float64(1.6292918222036534), np.float64(1.3629324523843067), np.float64(1.352459335951198), np.float64(1.284753153923432), np.float64(1.247882230825216), np.float64(1.7613764480733594), np.float64(2.3778735030301084), np.float64(2.4781318860437636), np.float64(2.108821487273931), np.float64(1.8281181945896186), np.float64(1.9586420429607172), np.float64(2.2206194364156513), np.float64(2.5647629825801466), np.float64(2.7685512756123143), np.float64(2.505833802769185), np.float64(2.470684635774827), np.float64(2.4780679034304014), np.float64(1.9998803481603038), np.float64(1.1830106625914218), np.float64(0.6872919588345637), np.float64(0.4537181401589525), np.float64(0.5045791297416096), np.float64(0.6972149078979495), np.float64(0.7488013614217492), np.float64(0.717947691993775), np.float64(0.7269474867476857), np.float64(0.9536814840816583), np.float64(1.0542663495422808), np.float64(1.016533122482275), np.float64(1.026078687038735), np.float64(1.2891209164488293), np.float64(1.429491063985758), np.float64(1.6056153106346196), np.float64(1.509203931492377), np.float64(1.0950720100135065), np.float64(0.707685257259641), np.float64(0.4455344134711454)]","[np.float64(1.251895475543966), np.float64(1.3932651034784689), np.float64(1.529081847865152), np.float64(1.4892953242600384), np.float64(1.454375765588851), np.float64(1.5999751821590653), np.float64(1.5033058809882756), np.float64(1.8064471275289182), np.float64(2.1847974510696573), np.float64(3.332171218283956), np.float64(4.926362527750846), np.float64(5.315092372103146), np.float64(5.257577164793664), np.float64(5.175312107215287), np.float64(5.361010344257179), np.float64(6.2190440693335995), np.float64(6.862530903236934), np.float64(7.176580599606877), np.float64(7.569766644572949), np.float64(7.948919315737355), np.float64(8.547431203050081), np.float64(8.251859404990402), np.float64(8.532996587844375), np.float64(8.989743741317646), np.float64(8.44981874600173), np.float64(8.218806476800756), np.float64(8.198271549945783), np.float64(7.751940788759694), np.float64(7.119465995215209), np.float64(6.411498247913173), np.float64(6.362123304649601), np.float64(5.965522694923292), np.float64(4.9350902268451495), np.float64(4.941059134795187), np.float64(4.120689595996701), np.float64(3.0532617391422274), np.float64(3.271780511700916), np.float64(3.718721312697109), np.float64(3.6940551594278217), np.float64(3.2457874929078154), np.float64(3.13948193190645), np.float64(3.323159712461349), np.float64(3.1059809026621767), np.float64(3.1657429794798695), np.float64(3.475131237075133), np.float64(3.3577311967053025), np.float64(3.2502101428971746), np.float64(2.9756285299816096), np.float64(2.923565791719739), np.float64(2.591226929948028), np.float64(2.4075134727031213), np.float64(2.5763256387160975)]"
